system,scale,paper_id,domain,extractive_density,summary_length_words,longdocfactscore
finetuned_70B,70B,2604.20750v1,math,2.0225225225225225,222,-4.146240234375
finetuned_70B,70B,2604.20777v1,cs,3.1557971014492754,276,-4.05615234375
finetuned_70B,70B,2604.20791v1,cs,3.9375,192,-4.106863839285714
finetuned_70B,70B,2604.20800v1,cs,2.5210084033613445,238,-4.927556818181818
finetuned_70B,70B,2604.20807v1,cs,1.48471615720524,229,-4.69921875
finetuned_70B,70B,2604.20810v1,cs,3.327433628318584,226,-4.16796875
finetuned_70B,70B,2604.20900v1,math,1.9304347826086956,230,-3.511474609375
finetuned_70B,70B,2604.20939v1,physics,2.8540772532188843,233,-4.516845703125
finetuned_70B,70B,2604.20949v1,cs,3.3807692307692307,260,-4.28759765625
finetuned_70B,70B,2604.20963v1,physics,2.1818181818181817,231,-3.863037109375
finetuned_70B,70B,2604.20969v1,physics,2.3574660633484164,221,-4.083251953125
finetuned_70B,70B,2604.20972v1,cs,2.652542372881356,236,-4.9296875
finetuned_70B,70B,2604.21003v1,cs,1.8051948051948052,231,-4.423270089285714
finetuned_70B,70B,2604.21028v1,cs,1.8851063829787233,235,-4.761328125
finetuned_70B,70B,2604.21052v1,cs,3.7551867219917012,241,-3.58154296875
finetuned_70B,70B,2604.21053v1,cs,3.6363636363636362,209,-3.9033203125
finetuned_70B,70B,2604.21054v1,physics,2.0416666666666665,240,-4.297526041666667
finetuned_70B,70B,2604.21076v1,cs,1.9957264957264957,234,-5.006293402777778
finetuned_70B,70B,2604.21084v1,cs,2.6322314049586777,242,-4.323133680555555
finetuned_70B,70B,2604.21120v1,cs,2.061946902654867,226,-4.686414930555555
finetuned_70B,70B,2604.21143v1,math,2.91324200913242,219,-5.000651041666667
finetuned_70B,70B,2604.21177v1,math,3.6363636363636362,231,-3.67578125
finetuned_70B,70B,2604.21198v1,cs,1.636734693877551,245,-5.034375
finetuned_70B,70B,2604.21200v1,math,2.6621621621621623,222,-4.234619140625
finetuned_70B,70B,2604.21207v1,physics,3.0,225,-3.753627232142857
finetuned_70B,70B,2604.21211v1,cs,3.064516129032258,217,-3.845703125
finetuned_70B,70B,2604.21235v1,cs,3.6307692307692307,260,-4.3701171875
finetuned_70B,70B,2604.21261v1,cs,1.4017467248908297,229,-4.916015625
finetuned_70B,70B,2604.21264v1,cs,2.3793103448275863,232,-4.085720486111111
finetuned_70B,70B,2604.21265v1,cs,2.1822222222222223,225,-4.593098958333333
finetuned_70B,70B,2604.21277v1,cs,2.189075630252101,238,-4.916259765625
finetuned_70B,70B,2604.21291v1,cs,2.8199052132701423,211,-4.877197265625
finetuned_70B,70B,2604.21301v1,physics,2.622119815668203,217,-4.390380859375
finetuned_70B,70B,2604.21310v1,cs,2.183098591549296,213,-4.200954861111111
finetuned_70B,70B,2604.21335v1,cs,4.145669291338582,254,-4.040581597222222
finetuned_70B,70B,2604.21362v1,cs,2.2886178861788617,246,-4.6009765625
finetuned_70B,70B,2604.21363v1,cs,4.069565217391304,230,-4.593191964285714
finetuned_70B,70B,2604.21375v1,cs,2.772727272727273,242,-4.2787109375
finetuned_70B,70B,2604.21389v1,math,2.786324786324786,234,-3.966064453125
finetuned_70B,70B,2604.21412v1,cs,1.7565217391304349,230,-5.663411458333333
finetuned_70B,70B,2604.21416v1,cs,2.2563025210084033,238,-4.188720703125
finetuned_70B,70B,2604.21428v1,cs,2.7264150943396226,212,-4.240234375
finetuned_70B,70B,2604.21435v1,cs,5.0212765957446805,235,-3.9437255859375
finetuned_70B,70B,2604.21441v1,physics,2.9279661016949152,236,-4.021158854166667
finetuned_70B,70B,2604.21465v1,cs,2.448888888888889,225,-4.235212053571429
finetuned_70B,70B,2604.21491v1,cs,2.019230769230769,208,-4.472098214285714
finetuned_70B,70B,2604.21510v1,cs,2.9419087136929463,241,-3.67333984375
finetuned_70B,70B,2604.21515v1,cs,1.9456066945606694,239,-4.708116319444445
finetuned_70B,70B,2604.21528v1,physics,2.48868778280543,221,-4.228081597222222
finetuned_70B,70B,2604.21529v1,cs,1.4513274336283186,226,-4.925564236111111
finetuned_70B,70B,2604.21541v1,cs,2.921397379912664,229,-3.882080078125
finetuned_70B,70B,2604.21558v1,math,2.6554621848739495,238,-3.9424913194444446
finetuned_70B,70B,2604.21573v1,cs,3.4238683127572016,243,-3.5033203125
finetuned_70B,70B,2604.21588v1,math,1.461818181818182,275,-4.833333333333333
finetuned_70B,70B,2604.21611v1,cs,2.617777777777778,225,-4.480712890625
finetuned_70B,70B,2604.21632v1,cs,1.44,225,-4.9560546875
finetuned_70B,70B,2604.21649v1,cs,4.121338912133891,239,-3.294189453125
finetuned_70B,70B,2604.21673v1,cs,1.7566371681415929,226,-4.8697265625
finetuned_70B,70B,2604.21674v1,math,1.708133971291866,209,-4.697509765625
finetuned_70B,70B,2604.21693v1,cs,1.9821428571428572,224,-5.91943359375
finetuned_70B,70B,2604.21708v1,physics,2.7413793103448274,232,-4.444010416666667
finetuned_70B,70B,2604.21761v1,cs,2.706896551724138,232,-3.861607142857143
finetuned_70B,70B,2604.21776v1,cs,2.764957264957265,234,-4.56103515625
finetuned_70B,70B,2604.21821v1,math,2.063348416289593,221,-4.67529296875
finetuned_70B,70B,2604.21832v1,physics,2.3975409836065573,244,-4.679470486111111
finetuned_70B,70B,2604.21841v1,cs,2.6653225806451615,248,-4.319010416666667
finetuned_70B,70B,2604.21865v1,math,3.643776824034335,233,-4.480747767857143
finetuned_70B,70B,2604.21868v1,math,2.015267175572519,262,-4.75390625
finetuned_70B,70B,2604.21896v1,cs,2.25,236,-4.513671875
finetuned_70B,70B,2604.21921v1,cs,2.548523206751055,237,-3.7921875
base_70B,70B,2604.12008v1,physics,2.6770833333333335,192,-4.060791015625
base_70B,70B,2604.12094v1,physics,2.235576923076923,208,-3.609654017857143
base_70B,70B,2604.12198v1,physics,2.2474747474747474,198,-4.160993303571429
base_70B,70B,2604.12699v1,physics,5.688775510204081,196,-3.5619419642857144
base_70B,70B,2604.13176v1,physics,4.317972350230415,217,-3.32080078125
base_70B,70B,2604.13649v1,physics,3.38860103626943,193,-3.8355034722222223
base_70B,70B,2604.13890v1,physics,1.7946428571428572,224,-4.091796875
base_70B,70B,2604.14398v1,physics,4.064171122994653,187,-4.235491071428571
base_70B,70B,2604.14772v1,physics,8.531400966183575,207,-3.152099609375
base_70B,70B,2604.14918v1,physics,2.0126582278481013,237,-3.8564453125
base_70B,70B,2604.15550v1,physics,7.173913043478261,184,-3.380859375
base_70B,70B,2604.15801v1,physics,3.3395061728395063,162,-4.389787946428571
base_70B,70B,2604.16065v1,physics,2.9559471365638768,227,-3.8292100694444446
base_70B,70B,2604.16150v1,physics,7.058510638297872,188,-2.635986328125
base_70B,70B,2604.16228v2,physics,3.3547008547008548,234,-3.4600694444444446
base_70B,70B,2604.16573v1,physics,5.033333333333333,180,-3.5457589285714284
base_70B,70B,2604.16633v1,physics,5.456521739130435,184,-3.3978515625
base_70B,70B,2604.16874v1,math,3.6199095022624435,221,-3.3994140625
base_70B,70B,2604.16876v1,math,10.373684210526315,190,-3.0541294642857144
base_70B,70B,2604.16924v1,physics,4.9421487603305785,242,-3.2076171875
base_70B,70B,2604.17146v1,math,1.9508928571428572,224,-4.09765625
base_70B,70B,2604.17156v1,cs,6.154639175257732,194,-3.7455512152777777
base_70B,70B,2604.17218v1,physics,4.608040201005025,199,-3.440185546875
base_70B,70B,2604.17236v1,math,3.8222222222222224,180,-4.264322916666667
base_70B,70B,2604.17463v1,physics,3.5944700460829493,217,-3.3271484375
base_70B,70B,2604.17471v1,math,2.1522842639593907,197,-3.898193359375
base_70B,70B,2604.17549v1,math,2.796208530805687,211,-4.25341796875
base_70B,70B,2604.17606v1,math,2.534090909090909,176,-3.914341517857143
base_70B,70B,2604.17703v1,math,2.0,155,-3.357142857142857
base_70B,70B,2604.17723v1,physics,2.157303370786517,178,-4.115234375
base_70B,70B,2604.17825v1,physics,3.515923566878981,157,-4.183872767857143
base_70B,70B,2604.17901v1,math,3.223809523809524,210,-3.55810546875
base_70B,70B,2604.17918v1,math,2.73,200,-3.50390625
base_70B,70B,2604.17922v1,math,2.7358490566037736,212,-3.708984375
base_70B,70B,2604.18074v1,math,3.8792270531400965,207,-4.287353515625
base_70B,70B,2604.18099v2,math,2.479638009049774,221,-4.42724609375
base_70B,70B,2604.18127v1,physics,3.4019607843137254,204,-3.745849609375
base_70B,70B,2604.18136v1,physics,2.7916666666666665,192,-4.284319196428571
base_70B,70B,2604.18155v1,physics,3.099502487562189,201,-3.31201171875
base_70B,70B,2604.18342v1,physics,2.995515695067265,223,-3.763916015625
base_70B,70B,2604.18472v1,physics,3.512437810945274,201,-3.7586495535714284
base_70B,70B,2604.18481v1,math,4.956331877729258,229,-3.8859375
base_70B,70B,2604.18571v1,math,3.476394849785408,233,-4.034288194444445
base_70B,70B,2604.18650v1,math,2.4232558139534883,215,-3.7276475694444446
base_70B,70B,2604.18755v1,physics,5.625,192,-3.6552734375
base_70B,70B,2604.18824v1,math,4.175609756097561,205,-5.088541666666667
base_70B,70B,2604.18826v1,math,4.0353535353535355,198,-3.759982638888889
base_70B,70B,2604.18931v1,math,3.512437810945274,201,-3.846875
base_70B,70B,2604.19020v1,math,4.728110599078341,217,-3.8896484375
base_70B,70B,2604.19050v1,physics,3.8056872037914693,211,-3.55908203125
base_70B,70B,2604.19101v1,physics,3.8726415094339623,212,-3.8295200892857144
base_70B,70B,2604.19138v1,cs,2.0502092050209204,239,-4.112548828125
base_70B,70B,2604.19165v1,math,3.043010752688172,186,-3.763427734375
base_70B,70B,2604.19184v1,math,2.3203463203463204,231,-4.78173828125
base_70B,70B,2604.19308v1,math,3.116751269035533,197,-3.913845486111111
base_70B,70B,2604.19433v1,physics,2.375,208,-3.5106336805555554
base_70B,70B,2604.19484v1,cs,5.317204301075269,186,-3.6448567708333335
base_70B,70B,2604.19575v1,math,3.074766355140187,214,-3.287326388888889
base_70B,70B,2604.19630v1,math,1.6127450980392157,204,-4.825334821428571
base_70B,70B,2604.19700v1,math,6.732984293193717,191,-3.6690848214285716
base_70B,70B,2604.19733v1,math,6.46969696969697,198,-4.078450520833333
base_70B,70B,2604.19875v1,physics,3.354368932038835,206,-3.450439453125
base_70B,70B,2604.19938v1,math,3.1459227467811157,233,-3.3206380208333335
base_70B,70B,2604.19944v1,physics,2.8142857142857145,210,-3.8046875
base_70B,70B,2604.20007v1,physics,2.4390243902439024,164,-4.360770089285714
base_70B,70B,2604.20009v1,math,1.38,200,-4.55859375
base_70B,70B,2604.20036v1,physics,3.9517543859649122,228,-3.548828125
base_70B,70B,2604.20044v2,math,1.4790697674418605,215,-4.323486328125
base_70B,70B,2604.20107v1,math,3.6045454545454545,220,-3.8553466796875
base_70B,70B,2604.20257v1,math,6.447826086956522,230,-2.8526475694444446
base_70B,70B,2604.20284v1,physics,8.053097345132743,226,-3.0888671875
base_70B,70B,2604.20422v1,math,2.8263157894736843,190,-4.550347222222222
base_70B,70B,2604.20463v1,physics,5.886699507389163,203,-3.2557198660714284
base_70B,70B,2604.20484v1,physics,2.0100502512562812,199,-3.838169642857143
base_70B,70B,2604.20589v1,math,3.2216748768472905,203,-3.9107142857142856
base_70B,70B,2604.20633v1,math,6.2,205,-3.6976318359375
base_70B,70B,2604.20682v1,cs,2.707920792079208,202,-4.120814732142857
base_70B,70B,2604.20744v1,cs,2.3041666666666667,240,-4.391796875
base_70B,70B,2604.20745v1,cs,6.046218487394958,238,-3.45869140625
base_70B,70B,2604.20746v1,cs,5.29,200,-3.7318638392857144
base_70B,70B,2604.20750v1,math,1.958762886597938,194,-3.6575520833333335
base_70B,70B,2604.20777v1,cs,4.5,208,-3.422119140625
base_70B,70B,2604.20791v1,cs,2.1745283018867925,212,-4.320529513888889
base_70B,70B,2604.20800v1,cs,2.7431693989071038,183,-4.419084821428571
base_70B,70B,2604.20807v1,cs,2.0625,208,-4.172607421875
base_70B,70B,2604.20810v1,cs,3.674641148325359,209,-4.124755859375
base_70B,70B,2604.20900v1,math,3.9402985074626864,201,-3.744140625
base_70B,70B,2604.20939v1,physics,2.661764705882353,204,-4.388888888888889
base_70B,70B,2604.20949v1,cs,4.78125,224,-3.6796875
base_70B,70B,2604.20963v1,physics,4.193548387096774,217,-3.0963541666666665
base_70B,70B,2604.20969v1,physics,3.2964601769911503,226,-3.5767822265625
base_70B,70B,2604.20972v1,cs,3.1785714285714284,196,-4.562934027777778
base_70B,70B,2604.21003v1,cs,5.913385826771654,254,-3.1076171875
base_70B,70B,2604.21028v1,cs,3.924731182795699,186,-4.196149553571429
base_70B,70B,2604.21052v1,cs,4.641860465116279,215,-3.111328125
base_70B,70B,2604.21053v1,cs,5.64259927797834,277,-3.537868923611111
base_70B,70B,2604.21054v1,physics,2.8181818181818183,198,-4.017299107142857
base_70B,70B,2604.21076v1,cs,2.3878504672897196,214,-4.72607421875
base_70B,70B,2604.21084v1,cs,4.0,205,-3.50634765625
base_70B,70B,2604.21120v1,cs,7.340101522842639,197,-3.5771484375
base_70B,70B,2604.21143v1,math,3.015625,192,-3.941127232142857
base_70B,70B,2604.21177v1,math,2.4345794392523366,214,-4.319580078125
base_70B,70B,2604.21198v1,cs,2.20532319391635,263,-3.746310763888889
base_70B,70B,2604.21200v1,math,5.427884615384615,208,-3.0825892857142856
base_70B,70B,2604.21207v1,physics,4.410138248847926,217,-3.923130580357143
base_70B,70B,2604.21211v1,cs,4.2020725388601035,193,-3.896763392857143
base_70B,70B,2604.21235v1,cs,4.634517766497462,197,-3.6512276785714284
base_70B,70B,2604.21261v1,cs,3.110497237569061,181,-4.16357421875
base_70B,70B,2604.21264v1,cs,4.421052631578948,228,-3.568142361111111
base_70B,70B,2604.21265v1,cs,8.519607843137255,204,-3.1026611328125
base_70B,70B,2604.21277v1,cs,7.169014084507042,213,-3.4779052734375
base_70B,70B,2604.21291v1,cs,4.905263157894737,190,-3.4412434895833335
base_70B,70B,2604.21301v1,physics,4.765217391304348,230,-3.63818359375
base_70B,70B,2604.21310v1,cs,3.5870646766169156,201,-4.059814453125
base_70B,70B,2604.21335v1,cs,4.773869346733668,199,-4.012939453125
base_70B,70B,2604.21362v1,cs,4.395,200,-3.9506138392857144
base_70B,70B,2604.21363v1,cs,11.674698795180722,166,-2.6472981770833335
base_70B,70B,2604.21375v1,cs,3.3801169590643276,171,-3.923583984375
base_70B,70B,2604.21389v1,math,3.764705882352941,204,-3.758029513888889
base_70B,70B,2604.21412v1,cs,2.8868778280542986,221,-4.462535511363637
base_70B,70B,2604.21416v1,cs,3.5291005291005293,189,-3.666015625
base_70B,70B,2604.21428v1,cs,5.548223350253807,197,-3.66796875
base_70B,70B,2604.21435v1,cs,5.881188118811881,202,-3.511997767857143
base_70B,70B,2604.21441v1,physics,5.004,250,-3.2715928819444446
base_70B,70B,2604.21465v1,cs,3.5,168,-3.89990234375
base_70B,70B,2604.21491v1,cs,3.321138211382114,246,-4.001953125
base_70B,70B,2604.21510v1,cs,5.021978021978022,182,-3.3406808035714284
base_70B,70B,2604.21515v1,cs,2.8548387096774195,186,-4.18408203125
base_70B,70B,2604.21528v1,physics,3.0166204986149583,361,-3.52978515625
base_70B,70B,2604.21529v1,cs,3.1087866108786613,239,-4.09326171875
base_70B,70B,2604.21541v1,cs,5.142857142857143,203,-3.249720982142857
base_70B,70B,2604.21558v1,math,3.3535353535353534,198,-3.2329799107142856
base_70B,70B,2604.21573v1,cs,5.046391752577319,194,-3.577907986111111
base_70B,70B,2604.21588v1,math,2.0816326530612246,196,-4.32421875
base_70B,70B,2604.21611v1,cs,3.2830188679245285,212,-4.056884765625
base_70B,70B,2604.21632v1,cs,2.1515151515151514,231,-4.2466796875
base_70B,70B,2604.21649v1,cs,6.0777777777777775,180,-3.404296875
base_70B,70B,2604.21673v1,cs,3.915422885572139,201,-3.59228515625
base_70B,70B,2604.21674v1,math,1.952191235059761,251,-4.13203125
base_70B,70B,2604.21693v1,cs,2.3813953488372093,215,-4.447048611111111
base_70B,70B,2604.21708v1,physics,7.514018691588785,214,-3.3765869140625
base_70B,70B,2604.21761v1,cs,6.528225806451613,248,-2.919677734375
base_70B,70B,2604.21776v1,cs,5.497584541062802,207,-3.6225043402777777
base_70B,70B,2604.21821v1,math,3.2024793388429753,242,-3.5473090277777777
base_70B,70B,2604.21832v1,physics,7.561946902654867,226,-3.4771050347222223
base_70B,70B,2604.21841v1,cs,4.23943661971831,213,-3.26953125
base_70B,70B,2604.21865v1,math,11.408602150537634,186,-2.984157986111111
base_70B,70B,2604.21868v1,math,2.511627906976744,215,-3.49267578125
base_70B,70B,2604.21896v1,cs,4.9714285714285715,210,-3.296875
base_70B,70B,2604.21921v1,cs,3.983402489626556,241,-2.9507378472222223
teacher,70B,2604.12008v1,physics,2.1982758620689653,232,-4.265625
teacher,70B,2604.12094v1,physics,2.2620967741935485,248,-3.4140625
teacher,70B,2604.12198v1,physics,2.126086956521739,230,-4.357666015625
teacher,70B,2604.12699v1,physics,2.684684684684685,222,-4.1123046875
teacher,70B,2604.13176v1,physics,2.3276595744680852,235,-4.028564453125
teacher,70B,2604.13649v1,physics,1.9083333333333334,240,-4.83740234375
teacher,70B,2604.13890v1,physics,2.5850622406639006,241,-4.598772321428571
teacher,70B,2604.14398v1,physics,2.367965367965368,231,-4.714564732142857
teacher,70B,2604.14772v1,physics,2.597609561752988,251,-3.724392361111111
teacher,70B,2604.14918v1,physics,1.7767857142857142,224,-4.197482638888889
teacher,70B,2604.15550v1,physics,2.5458515283842793,229,-4.2763671875
teacher,70B,2604.15801v1,physics,2.7016806722689077,238,-4.556423611111111
teacher,70B,2604.16065v1,physics,2.468,250,-4.094401041666667
teacher,70B,2604.16150v1,physics,2.1502145922746783,233,-4.409912109375
teacher,70B,2604.16228v2,physics,2.0472103004291844,233,-4.4189453125
teacher,70B,2604.16573v1,physics,3.493212669683258,221,-3.79248046875
teacher,70B,2604.16633v1,physics,2.9071729957805905,237,-4.29443359375
teacher,70B,2604.16874v1,math,2.5785123966942147,242,-3.6959635416666665
teacher,70B,2604.16876v1,math,3.1462450592885376,253,-3.96943359375
teacher,70B,2604.16924v1,physics,2.2163461538461537,208,-4.728841145833333
teacher,70B,2604.17146v1,math,1.3083333333333333,240,-4.72998046875
teacher,70B,2604.17156v1,cs,5.220408163265306,245,-2.7222222222222223
teacher,70B,2604.17218v1,physics,5.347107438016529,242,-3.326931423611111
teacher,70B,2604.17236v1,math,2.2544642857142856,224,-4.255859375
teacher,70B,2604.17463v1,physics,2.4242424242424243,231,-3.82958984375
teacher,70B,2604.17471v1,math,2.475609756097561,246,-4.217354910714286
teacher,70B,2604.17549v1,math,2.284518828451883,239,-4.411241319444445
teacher,70B,2604.17606v1,math,2.2058823529411766,238,-4.397569444444445
teacher,70B,2604.17703v1,math,1.469387755102041,245,-4.264973958333333
teacher,70B,2604.17723v1,physics,2.273913043478261,230,-4.056082589285714
teacher,70B,2604.17825v1,physics,3.3703703703703702,243,-3.752232142857143
teacher,70B,2604.17901v1,math,2.6219512195121952,246,-3.8315972222222223
teacher,70B,2604.17918v1,math,2.291845493562232,233,-3.843505859375
teacher,70B,2604.17922v1,math,1.9411764705882353,221,-4.817708333333333
teacher,70B,2604.18074v1,math,3.3564814814814814,216,-3.189208984375
teacher,70B,2604.18099v2,math,2.1201716738197427,233,-4.891741071428571
teacher,70B,2604.18127v1,physics,4.194915254237288,236,-3.721923828125
teacher,70B,2604.18136v1,physics,2.0352422907488985,227,-4.336588541666667
teacher,70B,2604.18155v1,physics,2.6403508771929824,228,-3.1090494791666665
teacher,70B,2604.18342v1,physics,2.451476793248945,237,-4.095458984375
teacher,70B,2604.18472v1,physics,1.9623430962343096,239,-4.609375
teacher,70B,2604.18481v1,math,3.227467811158798,233,-3.916748046875
teacher,70B,2604.18571v1,math,2.4204081632653063,245,-4.4583984375
teacher,70B,2604.18650v1,math,2.1645569620253164,237,-4.01513671875
teacher,70B,2604.18755v1,physics,4.7043478260869565,230,-3.618861607142857
teacher,70B,2604.18824v1,math,2.2731277533039647,227,-4.202690972222222
teacher,70B,2604.18826v1,math,3.172995780590717,237,-4.331752232142857
teacher,70B,2604.18931v1,math,3.8979591836734695,245,-3.6793619791666665
teacher,70B,2604.19020v1,math,2.4813278008298756,241,-4.4443359375
teacher,70B,2604.19050v1,physics,2.2905982905982905,234,-4.554443359375
teacher,70B,2604.19101v1,physics,2.3,230,-4.56640625
teacher,70B,2604.19138v1,cs,3.0082304526748973,243,-4.42431640625
teacher,70B,2604.19165v1,math,2.991869918699187,246,-4.015625
teacher,70B,2604.19184v1,math,2.029166666666667,240,-5.158854166666667
teacher,70B,2604.19308v1,math,2.096069868995633,229,-4.320068359375
teacher,70B,2604.19433v1,physics,1.9658119658119657,234,-3.910888671875
teacher,70B,2604.19484v1,cs,3.5019762845849804,253,-4.473876953125
teacher,70B,2604.19575v1,math,3.188073394495413,218,-3.6411830357142856
teacher,70B,2604.19630v1,math,1.3618677042801557,257,-4.743923611111111
teacher,70B,2604.19700v1,math,4.4937759336099585,241,-3.9678819444444446
teacher,70B,2604.19733v1,math,3.8857142857142857,245,-3.722900390625
teacher,70B,2604.19875v1,physics,2.6923076923076925,221,-3.75537109375
